repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.63952802359882,0.615300409654139,0.7540229885057472,0.5684724404843265,0.7540229885057472,"[0.725450726413443, 0.7517941536845791, 0.7822510064764572, 0.7644845090145284, 0.7802380535620514, 0.7345527743742343, 0.7127603710834938, 0.7406791528093822, 0.7229126553474532, 0.7396289165062139, 0.7629966742517067, 0.7548573429021529, 0.7776999824960615, 0.7102223000175039, 0.7604586031857168, 0.8021179765447225, 0.7715736040609137, 0.7274636793278488, 0.7726238403640818, 0.7305268685454227, 0.7776999824960615, 0.7406791528093822, 0.7183616313670577, 0.7624715561001225, 0.7300017503938386, 0.8197969543147208, 0.7579205321197271, 0.770085769298092, 0.7584456502713111, 0.7599334850341326]"
