repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.5868817204301074,0.6054050404814143,0.730895061728395,0.5299659935324961,0.730895061728395,"[0.7972222222222222, 0.6407407407407407, 0.762962962962963, 0.7379629629629629, 0.7222222222222222, 0.712037037037037, 0.6842592592592593, 0.7166666666666666, 0.7453703703703705, 0.701851851851852, 0.7351851851851853, 0.7601851851851852, 0.7055555555555555, 0.7222222222222222, 0.7268518518518519, 0.6805555555555555, 0.8185185185185185, 0.7935185185185185, 0.762037037037037, 0.7305555555555555, 0.7222222222222222, 0.7925925925925926, 0.7305555555555555, 0.75, 0.7351851851851853, 0.7379629629629629, 0.7407407407407407, 0.6907407407407408, 0.6824074074074074, 0.687962962962963]"
