repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.8707526881720432,0.5795507429493187,0.5190432098765432,0.5024809047951859,0.5190432098765432,"[0.5, 0.4962962962962963, 0.5, 0.5, 0.4925925925925926, 0.6, 0.5601851851851851, 0.5212962962962963, 0.5277777777777779, 0.6212962962962962, 0.5212962962962963, 0.4962962962962963, 0.5, 0.525, 0.5, 0.5, 0.5, 0.5462962962962963, 0.5212962962962963, 0.5175925925925926, 0.5, 0.5462962962962963, 0.5, 0.5175925925925926, 0.4925925925925926, 0.5, 0.5, 0.5, 0.525, 0.5425925925925926]"
