repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
1,0.8628318584070797,0.5619369369369369,0.5096271661123752,0.49331019020756484,0.5096271661123754,[0.5096271661123754]
30,0.8772861356932153,0.7689889155667715,0.5404632709026198,0.5404841838897091,0.5404632709026198,"[0.5096271661123754, 0.603448275862069, 0.514703308244355, 0.5172413793103449, 0.5344827586206896, 0.6475582005951338, 0.5344827586206896, 0.5, 0.5121652371783652, 0.5096271661123754, 0.52686854542272, 0.5319446875546997, 0.5172413793103449, 0.5491860668650447, 0.5613513040434098, 0.5, 0.5811307544197445, 0.5294066164887099, 0.5517241379310345, 0.514703308244355, 0.5517241379310345, 0.5613513040434098, 0.52686854542272, 0.5319446875546997, 0.5344827586206896, 0.5517241379310345, 0.5491860668650447, 0.5344827586206896, 0.514703308244355, 0.6105373709084544]"
