repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
1,0.9069767441860465,0.9523809523809523,0.6,0.6416666666666667,0.6,[0.6]
30,0.8860465116279072,0.5618875344879026,0.5186842105263157,0.5025841384659065,0.5186842105263157,"[0.6, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5434210526315789, 0.5, 0.55, 0.5, 0.5368421052631579, 0.5, 0.5, 0.643421052631579, 0.5, 0.55, 0.55, 0.5, 0.5434210526315789, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.4934210526315789, 0.55, 0.5, 0.5, 0.5]"
