repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.8381426202321726,0.826670830402556,0.6274390243902439,0.6535760159363619,0.6274390243902438,"[0.636966463414634, 0.6003810975609756, 0.6157012195121951, 0.6673018292682926, 0.6669969512195122, 0.6857469512195121, 0.6035060975609756, 0.6522865853658537, 0.5791158536585366, 0.563795731707317, 0.5972560975609755, 0.5700457317073171, 0.6432164634146341, 0.6219512195121951, 0.6735518292682926, 0.588185975609756, 0.5791158536585366, 0.6125762195121951, 0.6432164634146341, 0.5822408536585365, 0.6247713414634146, 0.6826219512195122, 0.6247713414634146, 0.6919969512195122, 0.6644817073170732, 0.5944359756097561, 0.6429115853658537, 0.6216463414634146, 0.6400914634146342, 0.6522865853658537]"
