repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
1,0.8210290827740492,0.72665313225058,0.5512593467138922,0.5496221662468515,0.5512593467138922,[0.5512593467138922]
30,0.8541387024608501,0.8182588745045014,0.6483520267611177,0.6820637405964232,0.6483520267611179,"[0.6552046438410075, 0.668486816214089, 0.5975009838646202, 0.6721271153089335, 0.6986914600550964, 0.7334710743801652, 0.6139807162534435, 0.6121605667060213, 0.6345926800472255, 0.6767020857929948, 0.6286402990948445, 0.6451200314836678, 0.6464482487209761, 0.6258854781582054, 0.6396103896103897, 0.6487603305785123, 0.6245080676898859, 0.5965663124754035, 0.6487603305785123, 0.6552046438410075, 0.6405450609996065, 0.6698150334513971, 0.714728453364817, 0.662534435261708, 0.6584022038567493, 0.6437426210153483, 0.647874852420307, 0.6318378591105863, 0.6272628886265249, 0.6313951200314836]"
